Date	DAT	Time	TrayID	POT	Plant_ID	Position	TRT	Site
29.06.2022	127	29.06.2022 11:41	178_C_192-408-678	178	192	A1	C	D
29.06.2022	127	29.06.2022 11:41	178_C_192-408-678	178	408	A2	C	T
29.06.2022	127	29.06.2022 11:41	178_C_192-408-678	178	678	A3	C	P
29.06.2022	127	29.06.2022 11:43	75_T_105-467-737	75	105	A1	T	D
29.06.2022	127	29.06.2022 11:43	75_T_105-467-737	75	467	A2	T	T
29.06.2022	127	29.06.2022 11:43	75_T_105-467-737	75	737	A3	T	P
29.06.2022	127	29.06.2022 11:44	44_T_190-406-676	44	190	A1	T	D
29.06.2022	127	29.06.2022 11:44	44_T_190-406-676	44	406	A2	T	T
29.06.2022	127	29.06.2022 11:44	44_T_190-406-676	44	676	A3	T	P
29.06.2022	127	29.06.2022 11:45	59_T_75-436-706	59	75	A1	T	D
29.06.2022	127	29.06.2022 11:45	59_T_75-436-706	59	436	A2	T	T
29.06.2022	127	29.06.2022 11:45	59_T_75-436-706	59	706	A3	T	P
29.06.2022	127	29.06.2022 11:47	179_C_193-409-679	179	193	A1	C	D
29.06.2022	127	29.06.2022 11:47	179_C_193-409-679	179	409	A2	C	T
29.06.2022	127	29.06.2022 11:47	179_C_193-409-679	179	679	A3	C	P
29.06.2022	127	29.06.2022 11:48	256_C_564-258-528	256	564	A1	C	P
29.06.2022	127	29.06.2022 11:48	256_C_564-258-528	256	258	A2	C	T
29.06.2022	127	29.06.2022 11:48	256_C_564-258-528	256	528	A3	C	P
29.06.2022	127	29.06.2022 11:49	45_T_191-407-677	45	191	A1	T	D
29.06.2022	127	29.06.2022 11:49	45_T_191-407-677	45	407	A2	T	T
29.06.2022	127	29.06.2022 11:49	45_T_191-407-677	45	677	A3	T	P
29.06.2022	127	29.06.2022 11:51	243_C_302-230-806	243	302	A1	C	T
29.06.2022	127	29.06.2022 11:51	243_C_302-230-806	243	230	A2	C	T
29.06.2022	127	29.06.2022 11:51	243_C_302-230-806	243	806	A3	C	P
29.06.2022	127	29.06.2022 11:52	104_T_292-220-796	104	292	A1	T	T
29.06.2022	127	29.06.2022 11:52	104_T_292-220-796	104	220	A2	T	T
29.06.2022	127	29.06.2022 11:52	104_T_292-220-796	104	796	A3	T	P
29.06.2022	127	29.06.2022 11:53	125_T_568-262-532	125	568	A1	T	P
29.06.2022	127	29.06.2022 11:53	125_T_568-262-532	125	262	A2	T	T
29.06.2022	127	29.06.2022 11:53	125_T_568-262-532	125	532	A3	T	P
29.06.2022	127	29.06.2022 11:54	239_C_295-223-799	239	295	A1	C	T
29.06.2022	127	29.06.2022 11:54	239_C_295-223-799	239	223	A2	C	T
29.06.2022	127	29.06.2022 11:54	239_C_295-223-799	239	799	A3	C	P
29.06.2022	127	29.06.2022 11:56	244_C_306-234-810	244	306	A1	C	T
29.06.2022	127	29.06.2022 11:56	244_C_306-234-810	244	234	A2	C	T
29.06.2022	127	29.06.2022 11:56	244_C_306-234-810	244	810	A3	C	P
29.06.2022	127	29.06.2022 11:57	105_T_293-221-797	105	293	A1	T	T
29.06.2022	127	29.06.2022 11:57	105_T_293-221-797	105	221	A2	T	T
29.06.2022	127	29.06.2022 11:57	105_T_293-221-797	105	797	A3	T	P
29.06.2022	127	29.06.2022 11:58	110_T_304-232-808	110	304	A1	T	T
29.06.2022	127	29.06.2022 11:58	110_T_304-232-808	110	232	A2	T	T
29.06.2022	127	29.06.2022 11:58	110_T_304-232-808	110	808	A3	T	P
29.06.2022	127	29.06.2022 12:00	240_C_296-224-800	240	296	A1	C	T
29.06.2022	127	29.06.2022 12:00	240_C_296-224-800	240	224	A2	C	T
29.06.2022	127	29.06.2022 12:00	240_C_296-224-800	240	800	A3	C	P
29.06.2022	127	29.06.2022 12:01	245_C_307-235-811	245	307	A1	C	T
29.06.2022	127	29.06.2022 12:01	245_C_307-235-811	245	235	A2	C	T
29.06.2022	127	29.06.2022 12:01	245_C_307-235-811	245	811	A3	C	P
29.06.2022	127	29.06.2022 12:02	91_T_196-501-771	91	196	A1	T	D
29.06.2022	127	29.06.2022 12:02	91_T_196-501-771	91	501	A2	T	T
29.06.2022	127	29.06.2022 12:02	91_T_196-501-771	91	771	A3	T	P
29.06.2022	127	29.06.2022 12:03	111_T_305-233-809	111	305	A1	T	T
29.06.2022	127	29.06.2022 12:03	111_T_305-233-809	111	233	A2	T	T
29.06.2022	127	29.06.2022 12:03	111_T_305-233-809	111	809	A3	T	P
29.06.2022	127	29.06.2022 12:05	226_C_198-504-774	226	198	A1	C	D
29.06.2022	127	29.06.2022 12:05	226_C_198-504-774	226	504	A2	C	T
29.06.2022	127	29.06.2022 12:05	226_C_198-504-774	226	774	A3	C	P
29.06.2022	127	29.06.2022 12:06	246_C_308-236-812	246	308	A1	C	T
29.06.2022	127	29.06.2022 12:06	246_C_308-236-812	246	236	A2	C	T
29.06.2022	127	29.06.2022 12:06	246_C_308-236-812	246	812	A3	C	P
29.06.2022	127	29.06.2022 12:07	92_T_197-502-772	92	197	A1	T	D
29.06.2022	127	29.06.2022 12:07	92_T_197-502-772	92	502	A2	T	T
29.06.2022	127	29.06.2022 12:07	92_T_197-502-772	92	772	A3	T	P
29.06.2022	127	29.06.2022 12:09	112_T_309-237-507	112	309	A1	T	T
29.06.2022	127	29.06.2022 12:09	112_T_309-237-507	112	237	A2	T	T
29.06.2022	127	29.06.2022 12:09	112_T_309-237-507	112	507	A3	T	P
29.06.2022	127	29.06.2022 12:10	227_C_199-505-775	227	199	A1	C	D
29.06.2022	127	29.06.2022 12:10	227_C_199-505-775	227	505	A2	C	T
29.06.2022	127	29.06.2022 12:10	227_C_199-505-775	227	775	A3	C	P
29.06.2022	127	29.06.2022 12:11	247_C_312-240-510	247	312	A1	C	T
29.06.2022	127	29.06.2022 12:11	247_C_312-240-510	247	240	A2	C	T
29.06.2022	127	29.06.2022 12:11	247_C_312-240-510	247	510	A3	C	P
29.06.2022	127	29.06.2022 12:13	93_T_62-503-773	93	62	A1	T	D
29.06.2022	127	29.06.2022 12:13	93_T_62-503-773	93	503	A2	T	T
29.06.2022	127	29.06.2022 12:13	93_T_62-503-773	93	773	A3	T	P
29.06.2022	127	29.06.2022 12:14	113_T_310-238-508	113	310	A1	T	T
29.06.2022	127	29.06.2022 12:14	113_T_310-238-508	113	238	A2	T	T
29.06.2022	127	29.06.2022 12:14	113_T_310-238-508	113	508	A3	T	P
29.06.2022	127	29.06.2022 12:15	228_C_200-506-776	228	200	A1	C	D
29.06.2022	127	29.06.2022 12:15	228_C_200-506-776	228	506	A2	C	T
29.06.2022	127	29.06.2022 12:15	228_C_200-506-776	228	776	A3	C	P
29.06.2022	127	29.06.2022 12:16	248_C_313-241-511	248	313	A1	C	T
29.06.2022	127	29.06.2022 12:16	248_C_313-241-511	248	241	A2	C	T
29.06.2022	127	29.06.2022 12:16	248_C_313-241-511	248	511	A3	C	P
29.06.2022	127	29.06.2022 12:18	225_C_45-500-770	225	45	A1	C	D
29.06.2022	127	29.06.2022 12:18	225_C_45-500-770	225	500	A2	C	T
29.06.2022	127	29.06.2022 12:18	225_C_45-500-770	225	770	A3	C	P
29.06.2022	127	29.06.2022 12:19	114_T_311-239-509	114	311	A1	T	T
29.06.2022	127	29.06.2022 12:19	114_T_311-239-509	114	239	A2	T	T
29.06.2022	127	29.06.2022 12:19	114_T_311-239-509	114	509	A3	T	P
29.06.2022	127	29.06.2022 12:20	229_C_66-204-780	229	66	A1	C	D
29.06.2022	127	29.06.2022 12:20	229_C_66-204-780	229	204	A2	C	T
29.06.2022	127	29.06.2022 12:20	229_C_66-204-780	229	780	A3	C	P
29.06.2022	127	29.06.2022 12:22	249_C_314-242-512	249	314	A1	C	T
29.06.2022	127	29.06.2022 12:22	249_C_314-242-512	249	242	A2	C	T
29.06.2022	127	29.06.2022 12:22	249_C_314-242-512	249	512	A3	C	P
29.06.2022	127	29.06.2022 12:23	95_T_64-202-778	95	64	A1	T	D
29.06.2022	127	29.06.2022 12:23	95_T_64-202-778	95	202	A2	T	T
29.06.2022	127	29.06.2022 12:23	95_T_64-202-778	95	778	A3	T	P
29.06.2022	127	29.06.2022 12:24	115_T_315-243-513	115	315	A1	T	T
29.06.2022	127	29.06.2022 12:24	115_T_315-243-513	115	243	A2	T	T
29.06.2022	127	29.06.2022 12:24	115_T_315-243-513	115	513	A3	T	P
29.06.2022	127	29.06.2022 12:25	17_T_110-352-622	17	110	A1	T	D
29.06.2022	127	29.06.2022 12:25	17_T_110-352-622	17	352	A2	T	T
29.06.2022	127	29.06.2022 12:25	17_T_110-352-622	17	622	A3	T	P
29.06.2022	127	29.06.2022 12:27	250_C_318-246-516	250	318	A1	C	T
29.06.2022	127	29.06.2022 12:27	250_C_318-246-516	250	246	A2	C	T
29.06.2022	127	29.06.2022 12:27	250_C_318-246-516	250	516	A3	C	P
29.06.2022	127	29.06.2022 12:28	152_C_34-355-625	152	34	A1	C	D
29.06.2022	127	29.06.2022 12:28	152_C_34-355-625	152	355	A2	C	T
29.06.2022	127	29.06.2022 12:28	152_C_34-355-625	152	625	A3	C	P
29.06.2022	127	29.06.2022 12:29	116_T_316-244-514	116	316	A1	T	T
29.06.2022	127	29.06.2022 12:29	116_T_316-244-514	116	244	A2	T	T
29.06.2022	127	29.06.2022 12:29	116_T_316-244-514	116	514	A3	T	P
29.06.2022	127	29.06.2022 12:31	18_T_111-353-623	18	111	A1	T	D
29.06.2022	127	29.06.2022 12:31	18_T_111-353-623	18	353	A2	T	T
29.06.2022	127	29.06.2022 12:31	18_T_111-353-623	18	623	A3	T	P
29.06.2022	127	29.06.2022 12:32	251_C_319-247-517	251	319	A1	C	T
29.06.2022	127	29.06.2022 12:32	251_C_319-247-517	251	247	A2	C	T
29.06.2022	127	29.06.2022 12:32	251_C_319-247-517	251	517	A3	C	P
29.06.2022	127	29.06.2022 12:33	153_C_113-356-626	153	113	A1	C	D
29.06.2022	127	29.06.2022 12:33	153_C_113-356-626	153	356	A2	C	T
29.06.2022	127	29.06.2022 12:33	153_C_113-356-626	153	626	A3	C	P
29.06.2022	127	29.06.2022 12:35	117_T_317-245-515	117	317	A1	T	T
29.06.2022	127	29.06.2022 12:35	117_T_317-245-515	117	245	A2	T	T
29.06.2022	127	29.06.2022 12:35	117_T_317-245-515	117	515	A3	T	P
29.06.2022	127	29.06.2022 12:36	19_T_112-357-627	19	112	A1	T	D
29.06.2022	127	29.06.2022 12:36	19_T_112-357-627	19	357	A2	T	T
29.06.2022	127	29.06.2022 12:36	19_T_112-357-627	19	627	A3	T	P
29.06.2022	127	29.06.2022 12:37	252_C_320-248-518	252	320	A1	C	T
29.06.2022	127	29.06.2022 12:37	252_C_320-248-518	252	248	A2	C	T
29.06.2022	127	29.06.2022 12:37	252_C_320-248-518	252	518	A3	C	P
29.06.2022	127	29.06.2022 12:38	154_C_114-360-630	154	114	A1	C	D
29.06.2022	127	29.06.2022 12:38	154_C_114-360-630	154	360	A2	C	T
29.06.2022	127	29.06.2022 12:38	154_C_114-360-630	154	630	A3	C	P
29.06.2022	127	29.06.2022 12:40	118_T_555-249-519	118	555	A1	T	P
29.06.2022	127	29.06.2022 12:40	118_T_555-249-519	118	249	A2	T	T
29.06.2022	127	29.06.2022 12:40	118_T_555-249-519	118	519	A3	T	P
29.06.2022	127	29.06.2022 12:41	20_T_117-358-628	20	117	A1	T	D
29.06.2022	127	29.06.2022 12:41	20_T_117-358-628	20	358	A2	T	T
29.06.2022	127	29.06.2022 12:41	20_T_117-358-628	20	628	A3	T	P
29.06.2022	127	29.06.2022 12:42	253_C_558-252-522	253	558	A1	C	P
29.06.2022	127	29.06.2022 12:42	253_C_558-252-522	253	252	A2	C	T
29.06.2022	127	29.06.2022 12:42	253_C_558-252-522	253	522	A3	C	P
29.06.2022	127	29.06.2022 12:44	255_C_560-254-524	255	560	A1	C	P
29.06.2022	127	29.06.2022 12:44	255_C_560-254-524	255	254	A2	C	T
29.06.2022	127	29.06.2022 12:44	255_C_560-254-524	255	524	A3	C	P
29.06.2022	127	29.06.2022 12:45	119_T_556-250-520	119	556	A1	T	P
29.06.2022	127	29.06.2022 12:45	119_T_556-250-520	119	250	A2	T	T
29.06.2022	127	29.06.2022 12:45	119_T_556-250-520	119	520	A3	T	P
29.06.2022	127	29.06.2022 12:46	155_C_115-361-631	155	115	A1	C	D
29.06.2022	127	29.06.2022 12:46	155_C_115-361-631	155	361	A2	C	T
29.06.2022	127	29.06.2022 12:46	155_C_115-361-631	155	631	A3	C	P
29.06.2022	127	29.06.2022 12:48	254_C_559-253-523	254	559	A1	C	P
29.06.2022	127	29.06.2022 12:48	254_C_559-253-523	254	253	A2	C	T
29.06.2022	127	29.06.2022 12:48	254_C_559-253-523	254	523	A3	C	P
29.06.2022	127	29.06.2022 12:49	21_T_118-359-629	21	118	A1	T	D
29.06.2022	127	29.06.2022 12:49	21_T_118-359-629	21	359	A2	T	T
29.06.2022	127	29.06.2022 12:49	21_T_118-359-629	21	629	A3	T	P
29.06.2022	127	29.06.2022 12:50	120_T_557-251-521	120	557	A1	T	P
29.06.2022	127	29.06.2022 12:50	120_T_557-251-521	120	251	A2	T	T
29.06.2022	127	29.06.2022 12:50	120_T_557-251-521	120	521	A3	T	P
29.06.2022	127	29.06.2022 12:51	156_C_116-362-632	156	116	A1	C	D
29.06.2022	127	29.06.2022 12:51	156_C_116-362-632	156	362	A2	C	T
29.06.2022	127	29.06.2022 12:51	156_C_116-362-632	156	632	A3	C	P
29.06.2022	127	29.06.2022 12:53	191_C_172-433-703	191	172	A1	C	D
29.06.2022	127	29.06.2022 12:53	191_C_172-433-703	191	433	A2	C	T
29.06.2022	127	29.06.2022 12:53	191_C_172-433-703	191	703	A3	C	P
29.06.2022	127	29.06.2022 12:54	22_T_119-363-633	22	119	A1	T	D
29.06.2022	127	29.06.2022 12:54	22_T_119-363-633	22	363	A2	T	T
29.06.2022	127	29.06.2022 12:54	22_T_119-363-633	22	633	A3	T	P
29.06.2022	127	29.06.2022 12:55	106_T_297-225-801	106	297	A1	T	T
29.06.2022	127	29.06.2022 12:55	106_T_297-225-801	106	225	A2	T	T
29.06.2022	127	29.06.2022 12:55	106_T_297-225-801	106	801	A3	T	P
29.06.2022	127	29.06.2022 12:57	157_C_120-366-636	157	120	A1	C	D
29.06.2022	127	29.06.2022 12:57	157_C_120-366-636	157	366	A2	C	T
29.06.2022	127	29.06.2022 12:57	157_C_120-366-636	157	636	A3	C	P
29.06.2022	127	29.06.2022 12:58	170_C_146-391-661	170	146	A1	C	D
29.06.2022	127	29.06.2022 12:58	170_C_146-391-661	170	391	A2	C	T
29.06.2022	127	29.06.2022 12:58	170_C_146-391-661	170	661	A3	C	P
29.06.2022	127	29.06.2022 12:59	23_T_122-364-634	23	122	A1	T	D
29.06.2022	127	29.06.2022 12:59	23_T_122-364-634	23	364	A2	T	T
29.06.2022	127	29.06.2022 12:59	23_T_122-364-634	23	634	A3	T	P
29.06.2022	127	29.06.2022 13:00	107_T_298-226-802	107	298	A1	T	T
29.06.2022	127	29.06.2022 13:00	107_T_298-226-802	107	226	A2	T	T
29.06.2022	127	29.06.2022 13:00	107_T_298-226-802	107	802	A3	T	P
29.06.2022	127	29.06.2022 13:02	158_C_121-367-637	158	121	A1	C	D
29.06.2022	127	29.06.2022 13:02	158_C_121-367-637	158	367	A2	C	T
29.06.2022	127	29.06.2022 13:02	158_C_121-367-637	158	637	A3	C	P
29.06.2022	127	29.06.2022 13:03	242_C_301-229-805	242	301	A1	C	T
29.06.2022	127	29.06.2022 13:03	242_C_301-229-805	242	229	A2	C	T
29.06.2022	127	29.06.2022 13:03	242_C_301-229-805	242	805	A3	C	P
29.06.2022	127	29.06.2022 13:04	24_T_123-365-635	24	123	A1	T	D
29.06.2022	127	29.06.2022 13:04	24_T_123-365-635	24	365	A2	T	T
29.06.2022	127	29.06.2022 13:04	24_T_123-365-635	24	635	A3	T	P
29.06.2022	127	29.06.2022 13:06	25_T_124-369-639	25	124	A1	T	D
29.06.2022	127	29.06.2022 13:06	25_T_124-369-639	25	369	A2	T	T
29.06.2022	127	29.06.2022 13:06	25_T_124-369-639	25	639	A3	T	P
29.06.2022	127	29.06.2022 13:07	159_C_125-368-638	159	125	A1	C	D
29.06.2022	127	29.06.2022 13:07	159_C_125-368-638	159	368	A2	C	T
29.06.2022	127	29.06.2022 13:07	159_C_125-368-638	159	638	A3	C	P
29.06.2022	127	29.06.2022 13:08	46_T_149-411-681	46	149	A1	T	D
29.06.2022	127	29.06.2022 13:08	46_T_149-411-681	46	411	A2	T	T
29.06.2022	127	29.06.2022 13:08	46_T_149-411-681	46	681	A3	T	P
29.06.2022	127	29.06.2022 13:10	160_C_126-372-642	160	126	A1	C	D
29.06.2022	127	29.06.2022 13:10	160_C_126-372-642	160	372	A2	C	T
29.06.2022	127	29.06.2022 13:10	160_C_126-372-642	160	642	A3	C	P
29.06.2022	127	29.06.2022 13:11	181_C_195-414-684	181	195	A1	C	D
29.06.2022	127	29.06.2022 13:11	181_C_195-414-684	181	414	A2	C	T
29.06.2022	127	29.06.2022 13:11	181_C_195-414-684	181	684	A3	C	P
29.06.2022	127	29.06.2022 13:12	26_T_128-370-640	26	128	A1	T	D
29.06.2022	127	29.06.2022 13:12	26_T_128-370-640	26	370	A2	T	T
29.06.2022	127	29.06.2022 13:12	26_T_128-370-640	26	640	A3	T	P
29.06.2022	127	29.06.2022 13:13	47_T_150-412-682	47	150	A1	T	D
29.06.2022	127	29.06.2022 13:13	47_T_150-412-682	47	412	A2	T	T
29.06.2022	127	29.06.2022 13:13	47_T_150-412-682	47	682	A3	T	P
29.06.2022	127	29.06.2022 13:15	161_C_127-373-643	161	127	A1	C	D
29.06.2022	127	29.06.2022 13:15	161_C_127-373-643	161	373	A2	C	T
29.06.2022	127	29.06.2022 13:15	161_C_127-373-643	161	643	A3	C	P
29.06.2022	127	29.06.2022 13:16	182_C_152-415-685	182	152	A1	C	D
29.06.2022	127	29.06.2022 13:16	182_C_152-415-685	182	415	A2	C	T
29.06.2022	127	29.06.2022 13:16	182_C_152-415-685	182	685	A3	C	P
29.06.2022	127	29.06.2022 13:17	192_C_173-434-704	192	173	A1	C	D
29.06.2022	127	29.06.2022 13:17	192_C_173-434-704	192	434	A2	C	T
29.06.2022	127	29.06.2022 13:17	192_C_173-434-704	192	704	A3	C	P
29.06.2022	127	29.06.2022 13:19	48_T_151-413-683	48	151	A1	T	D
29.06.2022	127	29.06.2022 13:19	48_T_151-413-683	48	413	A2	T	T
29.06.2022	127	29.06.2022 13:19	48_T_151-413-683	48	683	A3	T	P
29.06.2022	127	29.06.2022 13:20	58_T_171-435-705	58	171	A1	T	D
29.06.2022	127	29.06.2022 13:20	58_T_171-435-705	58	435	A2	T	T
29.06.2022	127	29.06.2022 13:20	58_T_171-435-705	58	705	A3	T	P
29.06.2022	127	29.06.2022 13:21	183_C_153-416-686	183	153	A1	C	D
29.06.2022	127	29.06.2022 13:21	183_C_153-416-686	183	416	A2	C	T
29.06.2022	127	29.06.2022 13:21	183_C_153-416-686	183	686	A3	C	P
29.06.2022	127	29.06.2022 13:23	193_C_174-438-708	193	174	A1	C	D
29.06.2022	127	29.06.2022 13:23	193_C_174-438-708	193	438	A2	C	T
29.06.2022	127	29.06.2022 13:23	193_C_174-438-708	193	708	A3	C	P
29.06.2022	127	29.06.2022 13:24	49_T_154-417-687	49	154	A1	T	D
29.06.2022	127	29.06.2022 13:24	49_T_154-417-687	49	417	A2	T	T
29.06.2022	127	29.06.2022 13:24	49_T_154-417-687	49	687	A3	T	P
29.06.2022	127	29.06.2022 13:25	12_T_22-341-611	12	22	A1	T	D
29.06.2022	127	29.06.2022 13:25	12_T_22-341-611	12	341	A2	T	T
29.06.2022	127	29.06.2022 13:25	12_T_22-341-611	12	611	A3	T	P
29.06.2022	127	29.06.2022 13:26	184_C_156-420-690	184	156	A1	C	D
29.06.2022	127	29.06.2022 13:26	184_C_156-420-690	184	420	A2	C	T
29.06.2022	127	29.06.2022 13:26	184_C_156-420-690	184	690	A3	C	P
29.06.2022	127	29.06.2022 13:28	147_C_26-344-614	147	26	A1	C	D
29.06.2022	127	29.06.2022 13:28	147_C_26-344-614	147	344	A2	C	T
29.06.2022	127	29.06.2022 13:28	147_C_26-344-614	147	614	A3	C	P
29.06.2022	127	29.06.2022 13:29	50_T_155-418-688	50	155	A1	T	D
29.06.2022	127	29.06.2022 13:29	50_T_155-418-688	50	418	A2	T	T
29.06.2022	127	29.06.2022 13:29	50_T_155-418-688	50	688	A3	T	P
29.06.2022	127	29.06.2022 13:30	241_C_300-228-804	241	300	A1	C	T
29.06.2022	127	29.06.2022 13:30	241_C_300-228-804	241	228	A2	C	T
29.06.2022	127	29.06.2022 13:30	241_C_300-228-804	241	804	A3	C	P
29.06.2022	127	29.06.2022 13:32	185_C_157-421-691	185	157	A1	C	D
29.06.2022	127	29.06.2022 13:32	185_C_157-421-691	185	421	A2	C	T
29.06.2022	127	29.06.2022 13:32	185_C_157-421-691	185	691	A3	C	P
29.06.2022	127	29.06.2022 13:33	195_C_78-440-710	195	78	A1	C	D
29.06.2022	127	29.06.2022 13:33	195_C_78-440-710	195	440	A2	C	T
29.06.2022	127	29.06.2022 13:33	195_C_78-440-710	195	710	A3	C	P
29.06.2022	127	29.06.2022 13:34	51_T_160-419-689	51	160	A1	T	D
29.06.2022	127	29.06.2022 13:34	51_T_160-419-689	51	419	A2	T	T
29.06.2022	127	29.06.2022 13:34	51_T_160-419-689	51	689	A3	T	P
29.06.2022	127	29.06.2022 13:35	16_T_30-351-621	16	30	A1	T	D
29.06.2022	127	29.06.2022 13:35	16_T_30-351-621	16	351	A2	T	T
29.06.2022	127	29.06.2022 13:35	16_T_30-351-621	16	621	A3	T	P
29.06.2022	127	29.06.2022 13:37	186_C_158-422-692	186	158	A1	C	D
29.06.2022	127	29.06.2022 13:37	186_C_158-422-692	186	422	A2	C	T
29.06.2022	127	29.06.2022 13:37	186_C_158-422-692	186	692	A3	C	P
29.06.2022	127	29.06.2022 13:38	151_C_33-354-624	151	33	A1	C	D
29.06.2022	127	29.06.2022 13:38	151_C_33-354-624	151	354	A2	C	T
29.06.2022	127	29.06.2022 13:38	151_C_33-354-624	151	624	A3	C	P
29.06.2022	127	29.06.2022 13:39	52_T_161-423-693	52	161	A1	T	D
29.06.2022	127	29.06.2022 13:39	52_T_161-423-693	52	423	A2	T	T
29.06.2022	127	29.06.2022 13:39	52_T_161-423-693	52	693	A3	T	P
29.06.2022	127	29.06.2022 13:41	230_C_67-205-781	230	67	A1	C	D
29.06.2022	127	29.06.2022 13:41	230_C_67-205-781	230	205	A2	C	T
29.06.2022	127	29.06.2022 13:41	230_C_67-205-781	230	781	A3	C	P
29.06.2022	127	29.06.2022 13:42	187_C_164-426-696	187	164	A1	C	D
29.06.2022	127	29.06.2022 13:42	187_C_164-426-696	187	426	A2	C	T
29.06.2022	127	29.06.2022 13:42	187_C_164-426-696	187	696	A3	C	P
29.06.2022	127	29.06.2022 13:43	96_T_65-203-779	96	65	A1	T	D
29.06.2022	127	29.06.2022 13:43	96_T_65-203-779	96	203	A2	T	T
29.06.2022	127	29.06.2022 13:43	96_T_65-203-779	96	779	A3	T	P
29.06.2022	127	29.06.2022 13:45	53_T_162-424-694	53	162	A1	T	D
29.06.2022	127	29.06.2022 13:45	53_T_162-424-694	53	424	A2	T	T
29.06.2022	127	29.06.2022 13:45	53_T_162-424-694	53	694	A3	T	P
29.06.2022	127	29.06.2022 13:46	231_C_68-206-782	231	68	A1	C	D
29.06.2022	127	29.06.2022 13:46	231_C_68-206-782	231	206	A2	C	T
29.06.2022	127	29.06.2022 13:46	231_C_68-206-782	231	782	A3	C	P
29.06.2022	127	29.06.2022 13:47	188_C_165-427-697	188	165	A1	C	D
29.06.2022	127	29.06.2022 13:47	188_C_165-427-697	188	427	A2	C	T
29.06.2022	127	29.06.2022 13:47	188_C_165-427-697	188	697	A3	C	P
29.06.2022	127	29.06.2022 13:48	97_T_69-207-783	97	69	A1	T	D
29.06.2022	127	29.06.2022 13:48	97_T_69-207-783	97	207	A2	T	T
29.06.2022	127	29.06.2022 13:48	97_T_69-207-783	97	783	A3	T	P
29.06.2022	127	29.06.2022 13:50	54_T_163-425-695	54	163	A1	T	D
29.06.2022	127	29.06.2022 13:50	54_T_163-425-695	54	425	A2	T	T
29.06.2022	127	29.06.2022 13:50	54_T_163-425-695	54	695	A3	T	P
29.06.2022	127	29.06.2022 13:51	232_C_72-210-786	232	72	A1	C	D
29.06.2022	127	29.06.2022 13:51	232_C_72-210-786	232	210	A2	C	T
29.06.2022	127	29.06.2022 13:51	232_C_72-210-786	232	786	A3	C	P
29.06.2022	127	29.06.2022 13:52	189_C_166-428-698	189	166	A1	C	D
29.06.2022	127	29.06.2022 13:52	189_C_166-428-698	189	428	A2	C	T
29.06.2022	127	29.06.2022 13:52	189_C_166-428-698	189	698	A3	C	P
29.06.2022	127	29.06.2022 13:54	98_T_70-208-784	98	70	A1	T	D
29.06.2022	127	29.06.2022 13:54	98_T_70-208-784	98	208	A2	T	T
29.06.2022	127	29.06.2022 13:54	98_T_70-208-784	98	784	A3	T	P
29.06.2022	127	29.06.2022 13:55	55_T_168-429-699	55	168	A1	T	D
29.06.2022	127	29.06.2022 13:55	55_T_168-429-699	55	429	A2	T	T
29.06.2022	127	29.06.2022 13:55	55_T_168-429-699	55	699	A3	T	P
29.06.2022	127	29.06.2022 13:56	233_C_73-211-787	233	73	A1	C	D
29.06.2022	127	29.06.2022 13:56	233_C_73-211-787	233	211	A2	C	T
29.06.2022	127	29.06.2022 13:56	233_C_73-211-787	233	787	A3	C	P
29.06.2022	127	29.06.2022 13:57	190_C_167-432-702	190	167	A1	C	D
29.06.2022	127	29.06.2022 13:57	190_C_167-432-702	190	432	A2	C	T
29.06.2022	127	29.06.2022 13:57	190_C_167-432-702	190	702	A3	C	P
29.06.2022	127	29.06.2022 13:59	99_T_71-209-785	99	71	A1	T	D
29.06.2022	127	29.06.2022 13:59	99_T_71-209-785	99	209	A2	T	T
29.06.2022	127	29.06.2022 13:59	99_T_71-209-785	99	785	A3	T	P
29.06.2022	127	29.06.2022 14:00	56_T_169-430-700	56	169	A1	T	D
29.06.2022	127	29.06.2022 14:00	56_T_169-430-700	56	430	A2	T	T
29.06.2022	127	29.06.2022 14:00	56_T_169-430-700	56	700	A3	T	P
29.06.2022	127	29.06.2022 14:01	234_C_74-212-788	234	74	A1	C	D
29.06.2022	127	29.06.2022 14:01	234_C_74-212-788	234	212	A2	C	T
29.06.2022	127	29.06.2022 14:01	234_C_74-212-788	234	788	A3	C	P
29.06.2022	127	29.06.2022 14:03	210_C_108-470-740	210	108	A1	C	D
29.06.2022	127	29.06.2022 14:03	210_C_108-470-740	210	470	A2	C	T
29.06.2022	127	29.06.2022 14:03	210_C_108-470-740	210	740	A3	C	P
29.06.2022	127	29.06.2022 14:04	100_T_285-213-789	100	285	A1	T	T
29.06.2022	127	29.06.2022 14:04	100_T_285-213-789	100	213	A2	T	T
29.06.2022	127	29.06.2022 14:04	100_T_285-213-789	100	789	A3	T	P
29.06.2022	127	29.06.2022 14:05	194_C_77-439-709	194	77	A1	C	D
29.06.2022	127	29.06.2022 14:05	194_C_77-439-709	194	439	A2	C	T
29.06.2022	127	29.06.2022 14:05	194_C_77-439-709	194	709	A3	C	P
29.06.2022	127	29.06.2022 14:07	235_C_288-216-792	235	288	A1	C	T
29.06.2022	127	29.06.2022 14:07	235_C_288-216-792	235	216	A2	C	T
29.06.2022	127	29.06.2022 14:07	235_C_288-216-792	235	792	A3	C	P
29.06.2022	127	29.06.2022 14:08	162_C_132-374-644	162	132	A1	C	D
